131, A254, 20130401, 0000120.0000
132, A255, 20120401, 0000105.2500
133, A256, 20130401, 0000144.7500
134, A260, 20120401, 0000300.7000
135, A261, 20120401, 0000021.5000
136, A262, 20120401, 0000042.1500
137, A263, 20120401, 0000077.7000
138, A264, 20120401, 0000059.4500
139, A265, 20120401, 0000167.0000
140, A266, 20120401, 0000091.3500
141, A268, 20111201, 0000062.4000
142, A275, 20120401, 0000105.2500
143, A283, 20120401, 0000055.5500
144, A284, 20111201, 0000030.6000
145, A285, 20120401, 0000102.0000
146, A286, 20120401, 0000071.2000
147, A310, 20120401, 0000065.0000
148, A311, 20120401, 0000070.9000
149, A313, 20120401, 0000074.0000
150, A315, 20120401, 0000172.8500
151, A316, 20120401, 0000091.3500
152, A318, 20111201, 0000038.0500
153, A325, 20120401, 0000105.2500
154, A330, 20111201, 0000089.5000
155, A331, 20111201, 0000017.7500
156, A332, 20111201, 0000199.7000
157, A335, 20120401, 0000050.0000
158, A338, 20111201, 0000017.7500
159, A340, 20120401, 0000059.5500
160, A341, 20120401, 0000068.9000
161, A343, 20120401, 0000077.5500
162, A345, 20120401, 0000152.4000
163, A346, 20120401, 0000099.3000
164, A348, 20111201, 0000037.0500
165, A353, 20120401, 0000045.0000
166, A354, 20111201, 0000026.0000
167, A355, 20120401, 0000080.0000
168, A356, 20120401, 0000055.7500
169, A365, 20120401, 0000223.2000
170, A375, 20120401, 0000105.2500
171, A385, 20120401, 0000084.9500
172, A395, 20120401, 0000105.2500
173, A400, 20120401, 0000240.5500
174, A405, 20120401, 0000084.2000
175, A411, 20120401, 0000070.9000
176, A413, 20120401, 0000079.8500
177, A414, 20120401, 0000061.2500
178, A415, 20120401, 0000157.0000
179, A416, 20120401, 0000105.2500
180, A418, 20111201, 0000038.0500
181, A425, 20120401, 0000300.7000
182, A435, 20120401, 0000105.2500
183, A441, 20120401, 0000070.9000
184, A443, 20120401, 0000079.8500
185, A444, 20120401, 0000061.2500
186, A445, 20120401, 0000157.0000
187, A446, 20120401, 0000105.2500
188, A448, 20111201, 0000038.0500
189, A460, 20120401, 0000300.7000
190, A461, 20120401, 0000070.9000
191, A463, 20120401, 0000079.8500
192, A464, 20120401, 0000061.2500
193, A465, 20120401, 0000157.0000
194, A466, 20120401, 0000105.2500
195, A468, 20111201, 0000038.0500
196, A470, 20120401, 0000300.7000
197, A471, 20120401, 0000070.9000
198, A473, 20120401, 0000079.8500
199, A474, 20120401, 0000061.2500
200, A475, 20120401, 0000157.0000
201, A476, 20120401, 0000105.2500
202, A478, 20111201, 0000038.0500
203, A480, 20120401, 0000089.8500
204, A481, 20120401, 0000070.9000
205, A483, 20120401, 0000079.8500
206, A484, 20120401, 0000061.2500
207, A485, 20120401, 0000157.0000
208, A486, 20120401, 0000105.2500
209, A488, 20111201, 0000038.0500
210, A510, 20120401, 0000089.8500
211, A511, 20120401, 0000089.8500
212, A515, 20120401, 0000091.3500
213, A525, 20120401, 0000105.2500
214, A545, 20120401, 0000105.2500
215, A565, 20120401, 0000091.3500
216, A570, 20120401, 0000089.8500
217, A575, 20120401, 0000105.2500
218, A585, 20120401, 0000064.7000
219, A586, 20120401, 0000071.2000
220, A590, 20120401, 0000300.7000
221, A595, 20120401, 0000105.2500
222, A600, 20120401, 0000300.7000
223, A601, 20120401, 0000070.9000
224, A603, 20120401, 0000079.8500
225, A604, 20120401, 0000061.2500
226, A605, 20120401, 0000157.0000
227, A606, 20120401, 0000105.2500
228, A608, 20111201, 0000038.0500
229, A611, 20120401, 0000070.9000
230, A613, 20120401, 0000079.8500
231, A614, 20120401, 0000061.2500
232, A615, 20120401, 0000157.0000
233, A616, 20120401, 0000105.2500
234, A618, 20111201, 0000038.0500
235, A621, 20120401, 0000070.9000
236, A623, 20120401, 0000079.8500
237, A624, 20120401, 0000061.2500
238, A625, 20120401, 0000157.0000
239, A626, 20120401, 0000105.2500
240, A628, 20111201, 0000038.0500
241, A635, 20120401, 0000082.4000
242, A636, 20120401, 0000057.2500
243, A638, 20111201, 0000035.3500
244, A643, 20120401, 0000044.4000
245, A644, 20111201, 0000024.1000
246, A645, 20120401, 0000090.3000
247, A646, 20120401, 0000060.0000
248, A655, 20120401, 0000105.2500
249, A661, 20120401, 0000068.8000
250, A662, 20120401, 0000395.6500
251, A665, 20120401, 0000091.3500
252, A667, 20120401, 0000395.6500
253, A675, 20120401, 0000105.2500
254, A680, 20111201, 0000000.0000
255, A695, 20120401, 0000395.6500
256, A735, 20120401, 0000033.7000
257, A745, 20120401, 0000099.3000
258, A760, 20120401, 0000089.8500
259, A765, 20120401, 0000165.5000
260, A770, 20120401, 0000395.6500
261, A771, 20111201, 0000000.0000
262, A775, 20120401, 0000300.7000
263, A777, 20120401, 0000000.0000
264, A795, 20120401, 0000300.7000
265, A800, 20111201, 0000165.0000
266, A801, 20111201, 0000300.7000
267, A802, 20111201, 0000395.6500
268, A813, 20111201, 0000000.0000
269, A815, 20111201, 0000000.0000
270, A816, 20120401, 0000106.8000
271, A835, 20120401, 0000180.0000
272, A845, 20120401, 0000105.2500
273, A865, 20120401, 0000105.2500
274, A888, 20150401, 0000000.0000
275, A895, 20120401, 0000232.7000
276, A900, 20130401, 0000000.0000
277, A901, 20111201, 0000000.0000
278, A902, 20111201, 0000000.0000
279, A903, 20111201, 0000065.0500
280, A904, 20111201, 0000033.7000
281, A905, 20111201, 0000000.0000
282, A911, 20111201, 0000000.0000
283, A912, 20111201, 0000000.0000
284, A917, 20120401, 0000000.0000
285, A920, 20111201, 0000000.0000
286, A921, 20120401, 0000000.0000
287, A922, 20111201, 0000000.0000
288, A927, 20120401, 0000000.0000
289, A933, 20111201, 0000000.0000
290, A935, 20130401, 0000160.0000
291, A937, 20120401, 0000000.0000
292, A945, 20111201, 0000000.0000
293, A947, 20120401, 0000000.0000
294, A957, 20120401, 0000000.0000
295, A960, 20110901, 0000000.0000
296, A962, 20110901, 0000000.0000
297, A963, 20110901, 0000000.0000
298, A964, 20110901, 0000000.0000
299, A967, 20120401, 0000000.0000
300, A990, 20110901, 0000000.0000
301, A991, 19980201, 0000000.0000
302, A994, 20110901, 0000000.0000
303, A995, 19980201, 0000000.0000
304, A996, 20110901, 0000000.0000
305, A997, 19980201, 0000000.0000
306, A998, 20110901, 0000000.0000
307, B099, 20080101, 0000000.0000
308, B100, 20080101, 0000000.0000
309, B101, 20080101, 0000000.0000
310, B102, 20080101, 0000000.0000
311, B200, 20080101, 0000000.0000
312, B201, 20080101, 0000000.0000
313, B202, 20080101, 0000000.0000
314, B550, 20080201, 0000000.0000
315, B551, 20080201, 0000000.0000
316, B552, 20080201, 0000000.0000
317, B553, 20080201, 0000000.0000
318, B600, 20151201, 0000725.0000
319, B601, 20151201, 0000400.0000
320, B602, 20151201, 0000000.0001
321, B603, 20151201, 0008610.0000
322, B604, 20151201, 0002480.0000
323, B605, 20151201, 0000000.0001
324, B606, 20151201, 0004000.0000
325, B607, 20151201, 0000560.0000
326, B910, 20091001, 0000000.0000
327, B911, 19980201, 0000000.0000
328, B914, 20091001, 0000000.0000
329, B915, 19980201, 0000000.0000
330, B916, 20091001, 0000000.0000
331, B917, 19980201, 0000000.0000
332, B960, 20110901, 0000000.0000
333, B961, 20110901, 0000000.0000
334, B962, 20110901, 0000000.0000
335, B963, 20110901, 0000000.0000
336, B964, 20110901, 0000000.0000
337, B966, 20110901, 0000000.0000
338, B986, 20110901, 0000000.0000
339, B987, 20110901, 0000000.0000
340, B988, 20110901, 0000000.0000
341, B990, 20110901, 0000000.0000
342, B992, 20110901, 0000000.0000
343, B993, 20110901, 0000000.0000
344, B994, 20110901, 0000000.0000
345, B996, 20110901, 0000000.0000
346, B997, 20121001, 0000000.0000
347, B998, 20110901, 0000000.0000
348, C002, 20111201, 0000000.0000
349, C003, 20111201, 0000000.0000
350, C004, 20111201, 0000000.0000
351, C005, 20111201, 0000000.0000
352, C006, 20111201, 0000000.0000
353, C007, 20111201, 0000000.0000
354, C008, 20111201, 0000000.0000
355, C009, 20111201, 0000000.0000
356, C010, 20111201, 0000000.0000
357, C012, 20111201, 0000031.0000
358, C013, 20111201, 0000047.5000
359, C014, 20111201, 0000028.0000
360, C015, 20111201, 0000106.8000
361, C016, 20111201, 0000052.1500
362, C017, 20111201, 0000031.0000
363, C018, 20111201, 0000031.0000
364, C019, 20111201, 0000031.0000
365, C020, 20111201, 0000049.9500
366, C022, 20111201, 0000031.0000
367, C023, 20111201, 0000038.7000
368, C024, 20111201, 0000025.4000
369, C025, 20111201, 0000147.3000
370, C026, 20111201, 0000044.4500
371, C027, 20111201, 0000031.0000
372, C028, 20111201, 0000031.0000
373, C029, 20111201, 0000031.0000
374, C032, 20111201, 0000031.0000
375, C033, 20111201, 0000044.4000
376, C034, 20111201, 0000025.9500
377, C035, 20111201, 0000090.3000
378, C036, 20111201, 0000060.0000
379, C037, 20111201, 0000031.0000
380, C038, 20111201, 0000031.0000
381, C039, 20111201, 0000031.0000
382, C042, 20111201, 0000031.0000
383, C043, 20111201, 0000058.2500
384, C044, 20111201, 0000030.0000
385, C045, 20111201, 0000121.1000
386, C046, 20111201, 0000058.2500
387, C047, 20111201, 0000031.0000
388, C048, 20111201, 0000031.0000
389, C049, 20111201, 0000031.0000
390, C050, 20111201, 0000144.7500
391, C051, 20111201, 0000070.9000
392, C052, 20111201, 0000031.0000
393, C053, 20111201, 0000079.8500
394, C054, 20111201, 0000061.2500
395, C055, 20111201, 0000125.6000
396, C056, 20111201, 0000084.2000
397, C057, 20111201, 0000031.0000
398, C058, 20111201, 0000031.0000
399, C059, 20111201, 0000031.0000
400, C062, 20111201, 0000031.0000
401, C063, 20111201, 0000042.5500
402, C064, 20111201, 0000025.5000
403, C065, 20111201, 0000083.1000
404, C066, 20111201, 0000051.7000
405, C067, 20111201, 0000031.0000
406, C068, 20111201, 0000031.0000
407, C069, 20111201, 0000031.0000
408, C071, 20111201, 0000070.9000
409, C072, 20111201, 0000031.0000
410, C073, 20111201, 0000079.8500
411, C074, 20111201, 0000061.2500
412, C075, 20111201, 0000185.0000
413, C076, 20111201, 0000105.2500
414, C077, 20111201, 0000031.0000
415, C078, 20111201, 0000031.0000
416, C079, 20111201, 0000031.0000
417, C082, 20111201, 0000031.0000
418, C083, 20111201, 0000041.5500
419, C084, 20111201, 0000027.8000
420, C085, 20111201, 0000081.1000
421, C086, 20111201, 0000047.9500
422, C087, 20111201, 0000031.0000
423, C088, 20111201, 0000031.0000
424, C089, 20111201, 0000031.0000
425, C092, 20111201, 0000031.0000
426, C093, 20111201, 0000044.4000
427, C094, 20111201, 0000025.9500
428, C095, 20111201, 0000090.3000
429, C096, 20111201, 0000060.0000
430, C097, 20111201, 0000031.0000
431, C098, 20111201, 0000031.0000
432, C099, 20111201, 0000031.0000
433, C101, 20130401, 0000000.0000
434, C102, 20110901, 0000036.4000
435, C103, 20110901, 0000036.4000
436, C104, 20110901, 0000036.4000
437, C105, 20110901, 0000060.0000
438, C106, 20110901, 0000075.0000
439, C107, 20110901, 0000100.0000
440, C108, 20110901, 0000075.0000
441, C109, 20110901, 0000060.0000
442, C110, 20110901, 0000100.0000
443, C113, 20111201, 0000089.8500
444, C121, 20111201, 0000000.0000
445, C122, 20130701, 0000000.0000
446, C123, 20130701, 0000000.0000
447, C124, 20111201, 0000000.0000
448, C130, 20111201, 0000300.7000
449, C131, 20111201, 0000070.9000
450, C132, 20111201, 0000031.0000
451, C133, 20111201, 0000079.8500
452, C134, 20111201, 0000061.2500
453, C135, 20111201, 0000157.0000
454, C136, 20111201, 0000105.2500
455, C137, 20111201, 0000031.0000
456, C138, 20111201, 0000031.0000
457, C139, 20111201, 0000031.0000
458, C142, 20111201, 0000000.0000
459, C143, 20111201, 0000000.0000
460, C150, 20111201, 0000300.7000
461, C151, 20111201, 0000070.9000
462, C152, 20111201, 0000031.0000
463, C153, 20111201, 0000079.8500
464, C154, 20111201, 0000061.2500
465, C155, 20111201, 0000157.0000
466, C156, 20111201, 0000105.2500
467, C157, 20111201, 0000031.0000
468, C158, 20111201, 0000031.0000
469, C159, 20111201, 0000031.0000
470, C160, 20111201, 0000300.7000
471, C161, 20111201, 0000070.9000
472, C162, 20111201, 0000031.0000
473, C163, 20111201, 0000079.8500
474, C164, 20111201, 0000061.2500
475, C165, 20111201, 0000157.0000
476, C166, 20111201, 0000105.2500
477, C167, 20111201, 0000031.0000
478, C168, 20111201, 0000031.0000
479, C169, 20111201, 0000031.0000
480, C172, 20111201, 0000031.0000
481, C173, 20111201, 0000044.4000
482, C174, 20111201, 0000025.9500
483, C175, 20111201, 0000090.3000
484, C176, 20111201, 0000060.0000
485, C177, 20111201, 0000031.0000
486, C178, 20111201, 0000031.0000
487, C179, 20111201, 0000031.0000
488, C180, 20111201, 0000300.7000
489, C181, 20111201, 0000071.9000
490, C182, 20111201, 0000031.0000
491, C183, 20111201, 0000078.8000
492, C184, 20111201, 0000062.1000
493, C185, 20111201, 0000176.3500
494, C186, 20111201, 0000084.9500
495, C187, 20111201, 0000031.0000
496, C188, 20111201, 0000031.0000
497, C189, 20111201, 0000031.0000
498, C190, 20111201, 0000300.7000
499, C192, 20111201, 0000031.0000
500, C193, 20111201, 0000079.8500
501, C194, 20111201, 0000061.2500
502, C195, 20000401, 0000130.3000
503, C196, 20111201, 0000105.2500
504, C197, 20111201, 0000031.0000
505, C198, 20111201, 0000031.0000
506, C199, 20111201, 0000031.0000
507, C202, 20111201, 0000031.0000
508, C203, 20111201, 0000047.4500
509, C204, 20111201, 0000029.6500
510, C205, 20111201, 0000101.7000
511, C206, 20111201, 0000054.1000
512, C207, 20111201, 0000031.0000
513, C208, 20111201, 0000031.0000
514, C209, 20111201, 0000031.0000
515, C215, 20111201, 0000047.5000
516, C220, 20111201, 0000300.7000
517, C222, 20111201, 0000031.0000
518, C223, 20111201, 0000395.6500
519, C225, 20111201, 0000165.0000
520, C226, 20111201, 0000105.2500
521, C227, 20111201, 0000031.0000
522, C229, 20111201, 0000031.0000
523, C231, 20111201, 0000120.0000
524, C232, 20111201, 0000031.0000
525, C233, 20111201, 0000057.7000
526, C234, 20111201, 0000029.3500
527, C235, 20111201, 0000082.3000
528, C236, 20111201, 0000045.8500
529, C237, 20111201, 0000031.0000
530, C238, 20111201, 0000031.0000
531, C239, 20111201, 0000031.0000
532, C242, 20111201, 0000031.0000
533, C243, 20111201, 0000041.1000
534, C244, 20111201, 0000027.5000
535, C245, 20111201, 0000077.9000
536, C246, 20111201, 0000048.6000
537, C247, 20111201, 0000031.0000
538, C248, 20111201, 0000031.0000
539, C249, 20111201, 0000031.0000
540, C250, 20111201, 0000120.0000
541, C255, 20111201, 0000105.2500
542, C260, 20120401, 0000300.7000
543, C262, 20120401, 0000031.0000
544, C263, 20120401, 0000077.7000
545, C264, 20120401, 0000059.4500
546, C265, 20120401, 0000167.0000
547, C266, 20120401, 0000091.3500
548, C267, 20120401, 0000031.0000
549, C268, 20120401, 0000031.0000
550, C269, 20120401, 0000031.0000
551, C275, 20111201, 0000105.2500
552, C283, 20111201, 0000055.5500
553, C285, 20111201, 0000102.0000
554, C286, 20111201, 0000071.2000
555, C288, 20111201, 0000030.1000
556, C311, 20111201, 0000070.9000
557, C312, 20111201, 0000031.0000
558, C313, 20111201, 0000074.0000
559, C314, 20111201, 0000065.0000
560, C315, 20111201, 0000182.8500
561, C316, 20111201, 0000091.3500
562, C317, 20111201, 0000031.0000
563, C318, 20111201, 0000031.0000
564, C319, 20111201, 0000031.0000
565, C325, 20111201, 0000105.2500
566, C330, 20111201, 0000089.5000
567, C332, 20111201, 0000199.7000
568, C335, 20111201, 0000050.0000
569, C341, 20111201, 0000068.9000
570, C342, 20111201, 0000031.0000
571, C343, 20111201, 0000077.5500
572, C344, 20111201, 0000059.5500
573, C345, 20111201, 0000152.4000
574, C346, 20111201, 0000099.3000
575, C347, 20111201, 0000031.0000
576, C348, 20111201, 0000031.0000
577, C349, 20111201, 0000031.0000
578, C352, 20111201, 0000031.0000
579, C353, 20111201, 0000045.0000
580, C354, 20111201, 0000026.0000
581, C355, 20111201, 0000080.0000
582, C356, 20111201, 0000055.7500
583, C357, 20111201, 0000031.0000
584, C358, 20111201, 0000031.0000
585, C359, 20111201, 0000031.0000
586, C365, 20111201, 0000223.2000
587, C375, 20111201, 0000105.2500
588, C385, 20111201, 0000084.9500
589, C395, 20111201, 0000105.2500
590, C400, 20111201, 0000240.5500
591, C405, 20111201, 0000084.2000
592, C411, 20111201, 0000070.9000
593, C412, 20111201, 0000031.0000
594, C413, 20111201, 0000079.8500
595, C414, 20111201, 0000061.2500
596, C415, 20111201, 0000157.0000
597, C416, 20111201, 0000105.2500
598, C417, 20111201, 0000031.0000
599, C418, 20111201, 0000031.0000
600, C419, 20111201, 0000031.0000
601, C425, 20111201, 0000300.7000
602, C435, 20111201, 0000105.2500
603, C441, 20111201, 0000070.9000
604, C442, 20111201, 0000031.0000
605, C443, 20111201, 0000079.8500
606, C444, 20111201, 0000061.2500
607, C445, 20111201, 0000157.0000
608, C446, 20111201, 0000105.2500
609, C447, 20111201, 0000031.0000
610, C448, 20111201, 0000031.0000
611, C449, 20111201, 0000031.0000
612, C460, 20111201, 0000300.7000
613, C461, 20111201, 0000070.9000
614, C462, 20111201, 0000031.0000
615, C463, 20111201, 0000079.8500
616, C464, 20111201, 0000061.2500
617, C465, 20111201, 0000157.0000
618, C466, 20111201, 0000105.2500
619, C467, 20111201, 0000031.0000
620, C468, 20111201, 0000031.0000
621, C469, 20111201, 0000031.0000
622, C470, 20111201, 0000300.7000
623, C471, 20111201, 0000070.9000
624, C472, 20111201, 0000031.0000
625, C473, 20111201, 0000079.8500
626, C474, 20111201, 0000061.2500
627, C475, 20111201, 0000157.0000
628, C476, 20111201, 0000105.2500
629, C477, 20111201, 0000031.0000
630, C478, 20111201, 0000031.0000
631, C479, 20111201, 0000031.0000
632, C480, 20111201, 0000089.8500
633, C481, 20111201, 0000070.9000
634, C482, 20111201, 0000031.0000
635, C483, 20111201, 0000079.8500
636, C484, 20111201, 0000061.2500
637, C485, 20111201, 0000157.0000
638, C486, 20111201, 0000105.2500
639, C487, 20111201, 0000031.0000
640, C488, 20111201, 0000031.0000
641, C489, 20111201, 0000031.0000
642, C510, 20111201, 0000089.8500
643, C511, 20111201, 0000089.8500
644, C515, 20111201, 0000091.3500
645, C525, 20111201, 0000105.2500
646, C545, 20111201, 0000105.2500
647, C565, 20120401, 0000091.3500
648, C570, 20111201, 0000089.8500
649, C575, 20111201, 0000105.2500
650, C585, 20111201, 0000064.7000
651, C586, 20111201, 0000071.2000
652, C590, 20111201, 0000300.7000
653, C595, 20111201, 0000105.2500
654, C600, 20111201, 0000300.7000
655, C601, 20111201, 0000070.9000
656, C602, 20111201, 0000031.0000
657, C603, 20111201, 0000079.8500
658, C604, 20111201, 0000061.2500
659, C605, 20111201, 0000157.0000
660, C606, 20111201, 0000105.2500
661, C607, 20111201, 0000031.0000
662, C608, 20111201, 0000031.0000
663, C609, 20111201, 0000031.0000
664, C611, 20111201, 0000070.9000
665, C612, 20111201, 0000031.0000
666, C613, 20111201, 0000079.8500
667, C614, 20111201, 0000061.2500
668, C615, 20111201, 0000157.0000
669, C616, 20111201, 0000105.2500
670, C617, 20111201, 0000031.0000
671, C618, 20111201, 0000031.0000
672, C619, 20111201, 0000031.0000
673, C621, 20111201, 0000070.9000
674, C622, 20111201, 0000031.0000
675, C623, 20111201, 0000079.8500
676, C624, 20111201, 0000061.2500
677, C625, 20111201, 0000157.0000
678, C626, 20111201, 0000105.2500
679, C627, 20111201, 0000031.0000
680, C628, 20111201, 0000031.0000
681, C629, 20111201, 0000031.0000
682, C635, 20111201, 0000082.4000
683, C636, 20111201, 0000057.2500
684, C642, 20111201, 0000031.0000
685, C643, 20111201, 0000044.4000
686, C644, 20111201, 0000025.9500
687, C645, 20111201, 0000090.3000
688, C646, 20111201, 0000060.0000
689, C647, 20111201, 0000031.0000
690, C648, 20111201, 0000031.0000
691, C649, 20111201, 0000031.0000
692, C655, 20111201, 0000105.2500
693, C661, 20120401, 0000068.8000
694, C662, 20120401, 0000395.6500
695, C665, 20111201, 0000091.3500
696, C667, 20120401, 0000395.6500
697, C675, 20111201, 0000105.2500
698, C680, 20111201, 0000000.0000
699, C695, 20111201, 0000395.6500
700, C735, 20111201, 0000033.7000
701, C745, 20111201, 0000099.3000
702, C760, 20111201, 0000089.8500
703, C765, 20111201, 0000165.5000
704, C770, 20111201, 0000395.6500
705, C771, 20111201, 0000000.0000
706, C775, 20111201, 0000300.7000
707, C777, 20120401, 0000000.0000
708, C795, 20111201, 0000300.7000
709, C800, 20111201, 0000165.0000
710, C801, 20111201, 0000300.7000
711, C802, 20111201, 0000395.6500
712, C813, 20111201, 0000000.0000
713, C815, 20111201, 0000000.0000
714, C816, 20111201, 0000106.8000
715, C835, 20111201, 0000180.0000
716, C845, 20111201, 0000105.2500
717, C865, 20111201, 0000105.2500
718, C882, 20111201, 0000000.0000
719, C895, 20111201, 0000232.7000
720, C903, 20111201, 0000065.0500
721, C904, 20111201, 0000033.7000
722, C905, 20111201, 0000000.0000
723, C911, 20111201, 0000000.0000
724, C912, 20111201, 0000000.0000
725, C933, 20111201, 0000000.0000
726, C935, 20111201, 0000160.0000
727, C945, 20111201, 0000000.0000
728, C960, 20110901, 0000000.0000
729, C961, 20110901, 0000000.0000
730, C962, 20110901, 0000000.0000
731, C963, 20110901, 0000000.0000
732, C964, 20110901, 0000000.0000
733, C982, 20111201, 0000031.0000
734, C983, 20110901, 0000000.0000
735, C985, 20110901, 0000000.0000
736, C986, 20130501, 0000000.0000
737, C987, 20130501, 0000000.0000
738, C988, 20110901, 0000000.0000
739, C989, 20110901, 0000000.0000
740, C990, 20130501, 0000000.0000
741, C991, 20130501, 0000000.0000
742, C992, 20130501, 0000000.0000
743, C993, 20130501, 0000000.0000
744, C994, 20130501, 0000000.0000
745, C995, 20130501, 0000000.0000
746, C996, 20130501, 0000000.0000
747, C997, 20130501, 0000000.0000
748, C998, 20110901, 0000000.0000
749, C999, 20110901, 0000000.0000
750, D001, 20110901, 0000000.0000
751, D003, 20130701, 0000000.0000
752, D004, 20110901, 0000000.0000
753, D006, 20130701, 0000000.0000
754, D007, 20110901, 0000000.0000
755, D008, 20130701, 0000000.0000
756, D009, 20110901, 0000000.0000
757, D010, 20130701, 0000000.0000
758, D011, 20130701, 0000000.0000
759, D012, 20110901, 0000000.0000
760, D014, 20110901, 0000000.0000
761, D015, 20110901, 0000000.0000
762, D016, 20110901, 0000000.0000
763, D017, 20130701, 0000000.0000
764, D023, 20130701, 0000000.0000
765, D025, 20130701, 0000000.0000
766, D026, 20110901, 0000000.0000
767, D027, 20110901, 0000000.0000
768, D028, 20130701, 0000000.0000
769, D029, 20130701, 0000000.0000
770, D030, 20110901, 0000000.0000
771, D031, 20110901, 0000000.0000
772, D032, 20130701, 0000000.0000
773, D033, 20110901, 0000000.0000
774, D034, 20130701, 0000000.0000
775, D035, 20130701, 0000000.0000
776, D036, 20130701, 0000000.0000
